Date,Close,High,Low,Open,Volume,RSI_month_end
2013-06-28,1069.2822265625,1077.4074714451938,1051.4066878205738,1056.28183475019,10126500.0,53.55190583912213
2013-07-31,994.530029296875,1001.0302255667892,979.904587689568,992.9049802293964,8963000.0,20.895539121816455
2013-08-30,963.6539916992188,996.1549694968317,958.7788450295768,991.2798228271896,7225000.0,35.45453427999948
2013-09-30,983.0346069335938,994.5033440144856,974.842651875814,983.0346069335938,5774500.0,44.28955695326647
2013-10-31,906.0299682617188,920.7754831158876,906.0299682617188,917.4987020371836,5632000.0,37.1134246297564
2013-11-29,969.9276123046876,971.5660035416888,956.8204824086782,961.7356561196816,6489000.0,53.260919740363846
2013-12-30,1005.9720458984376,1009.2488278069015,997.7800911272776,1007.6104368526696,4445500.0,63.999912579553886
2014-01-31,944.204833984375,955.83747157088,937.323570904951,955.018275966174,8165000.0,44.80180506798948
2014-02-28,943.3856811523438,952.23303408409,937.8152107874575,943.0579828957108,5129000.0,52.7919152249874
2014-03-31,975.0298461914062,977.8402271257088,967.5906559596806,977.0136504332949,6178500.0,60.91457165325569
2014-04-30,991.5618286132812,1008.424020946924,988.9168223611696,1004.7870616748802,5670500.0,62.76323338451985
2014-05-30,999.9929809570312,1006.9361476337156,997.1825987352432,1000.3235310650476,5817500.0,64.96376626071591
2014-06-30,1018.0120239257812,1018.5079498535612,1005.2827203101266,1015.0363674586072,4282500.0,55.65390478030442
2014-07-31,1087.7752685546875,1092.0734283437891,1079.67477406695,1084.4689607475304,6239500.0,88.52917494433444
2014-08-29,1067.2760009765625,1073.8886158547334,1063.804418525721,1070.0863824798842,3636500.0,69.9997011204467
2014-09-30,1193.1417236328125,1193.1417236328125,1180.9906073296174,1185.9842251195946,7901500.0,77.57738663613466
2014-10-31,1172.5013427734375,1188.8138050791808,1116.905698087409,1128.8903995186045,14376500.0,58.83578942393234
2014-11-28,1329.966552734375,1330.6324089183302,1307.8282061556215,1307.9946194039155,5606500.0,73.83866807082806
2014-12-30,1309.3267822265625,1332.796851068888,1309.3267822265625,1330.7993832702214,5117000.0,32.93832541318993
2015-01-30,1306.3304443359375,1339.6212308969727,1306.3304443359375,1331.6314624414078,7903500.0,54.076115115942294
2015-02-27,1365.42138671875,1367.585267203216,1357.4316194555051,1364.922045313935,7776500.0,70.29956608228152
2015-03-31,1314.8154296875,1339.9392914012735,1314.8154296875,1337.0918999611952,8027000.0,45.53453985659077
2015-04-30,1231.9066162109375,1257.86793851042,1196.0632013057584,1256.193014491099,19544500.0,29.07848968903906
2015-05-29,1272.6075439453125,1284.8344716701022,1266.0754000958198,1276.6274034136718,7888500.0,57.433076549530334
2015-06-30,1272.775146484375,1280.8147634998236,1259.8782076110117,1276.794903877461,7013500.0,63.05329077655585
2015-07-31,1242.29150390625,1244.3014337226764,1233.7493277437572,1235.5918060043468,4384500.0,55.53033557239669
2015-08-31,1117.6768798828125,1137.2735131472546,1104.27748650258,1130.2388111767807,6018000.0,26.01114509505267
2015-09-30,1033.4737548828125,1040.5720416958202,998.8274556594312,1015.0520228149212,8214500.0,49.310694567615506
2015-10-30,1222.5919189453125,1230.5351344944495,1198.592997757408,1209.7473750649556,7309000.0,63.55818608272785
2015-11-30,1176.7908935546875,1184.90317565,1171.3826711067247,1178.1429233783624,5143000.0,24.89615322369565
2015-12-30,1118.31494140625,1127.7792549225458,1116.9629113543906,1125.2441598928294,3165500.0,41.84476565680037
2016-01-29,1027.727294921875,1034.3185820491794,981.419629447578,1018.0940181018696,11676500.0,47.30157183311741
2016-02-29,957.5899047851562,990.3771768147404,957.0829063833144,990.2082117318884,15781000.0,43.76974989283969
2016-03-31,993.5546875,1009.5907061915116,992.872259417848,1003.4492699477678,7167000.0,42.94479954078333
2016-04-28,1058.211181640625,1112.460904872582,1055.4816764194252,1107.34300448987,11943000.0,62.35521257744003
2016-05-31,1103.419189453125,1104.1016177509864,1083.4593591659816,1083.4593591659816,13179000.0,66.11693750831407
2016-06-30,1017.0970458984376,1035.6920145768966,1016.92638680801,1025.285662645533,5722500.0,39.809738159068445
2016-07-29,1205.094970703125,1210.8951952598743,1170.2932068668351,1184.2821552372634,11973000.0,76.63764705111102
2016-08-31,1295.51123046875,1303.188081074078,1288.1754899244984,1296.5347688998802,6712000.0,66.43600672073163
2016-09-30,1204.6407470703125,1207.393383105069,1192.5977806571686,1201.8880060292222,5238000.0,41.00519143549815
2016-10-31,1371.349853515625,1377.8875483637155,1333.3285271942984,1376.5111252337963,9833500.0,71.79735205894443
2016-11-30,1455.4786376953125,1455.4786376953125,1434.3174444605854,1437.2421861286175,12985500.0,75.89245435454737
2016-12-30,1559.908203125,1568.5103216985287,1545.4566019189392,1555.2630380940282,5618000.0,46.568670927350986
2017-01-31,1676.8970947265625,1692.552909265426,1660.2089629064433,1674.1443536495487,10024500.0,60.825540489647985
2017-02-28,1634.918701171875,1659.8648460435056,1634.7467007959838,1652.1229390143787,9195000.0,44.620908777940805
2017-03-31,1669.4195556640625,1697.8086254316154,1669.4195556640625,1694.3465360218222,5865000.0,51.12178804597893
2017-04-28,1676.34375,1693.481029344349,1674.7857674893387,1690.7114000527124,5922000.0,58.95588844817748
2017-05-31,1719.2738037109375,1722.735893486572,1710.7916414987951,1710.964809380334,5102000.0,51.785738021797826
2017-06-30,1763.0692138671875,1776.0520504936028,1750.0863772407724,1775.1865280518418,5327500.0,61.874955375205275
2017-07-31,1750.0863037109375,1761.338094981087,1744.893169278561,1750.0863037109375,5751500.0,53.917087231615646
2017-08-31,1683.267822265625,1689.4995406043836,1677.9015205779256,1679.6325651892005,5495000.0,62.44888599778562
2017-09-29,1752.790283203125,1768.4713095936102,1749.305610671906,1766.7289733280006,6992000.0,63.3243442155358
2017-10-31,2075.122314453125,2075.9934825112496,2013.269382326269,2015.011718442518,11760000.0,92.50580999654125
2017-11-30,2049.858642578125,2088.190040909378,2035.048784131959,2048.987474434233,12941000.0,35.63944477541088
2017-12-29,1994.974853515625,2021.9810633230416,1991.49018128241,2017.625223031523,5213000.0,32.058954923707915
2018-01-31,2162.239013671875,2234.5459589316515,2159.6255096263408,2193.601062218284,12520500.0,60.08959029624869
2018-02-28,1981.90771484375,2004.5580887276783,1976.6807054859205,1994.1040700120193,7277500.0,39.460879432312346
2018-03-30,1930.646484375,1940.2953309575191,1917.488966307928,1938.540995215243,4410500.0,47.064519123356774
2018-04-30,1930.646484375,1930.646484375,1930.646484375,1930.646484375,0.0,54.63414617589047
2018-05-31,1910.471435546875,1922.751784535698,1903.4540932675477,1906.9627644072111,14495000.0,24.380069524913097
2018-06-29,1732.055908203125,1747.318652790323,1715.9159956175383,1747.318652790323,7449000.0,24.62929841459713
2018-07-31,1977.1368408203125,1988.540025793988,1949.0674624235733,1964.856487771739,6757000.0,79.99999143607954
2018-08-31,1828.8948974609375,1844.683918158442,1822.7547227452412,1841.1752468923296,7837500.0,45.582989520891836
2018-09-28,1783.547607421875,1789.7497103786327,1760.6883846902458,1768.3081977048505,9947500.0,60.985212039610445
2018-10-31,1677.934814453125,1709.122491090311,1669.9606815242432,1701.1483581614295,11613000.0,59.20859114049464
2018-11-30,1795.9517822265625,1803.9259144614116,1764.764108303811,1774.6874296002984,8656500.0,49.15982588668877
2018-12-31,1512.6043701171875,1512.6043701171875,1512.6043701171875,1512.6043701171875,0.0,34.09730044618807
2019-01-31,1626.01416015625,1670.66932338092,1619.2804699598846,1669.960576503251,11129000.0,68.40172990266345
2019-02-28,1642.848388671875,1663.7584218010234,1640.0131849371207,1663.7584218010234,6349000.0,50.94863726581789
2019-03-29,1662.3585205078125,1685.645870471823,1647.6695548174823,1670.7778150539862,6534500.0,63.8249879210695
