Date,Close,High,Low,Open,Volume,RSI_daily,momentum_3d,log_ret,Weekly_volatility,range_ratio
2013-06-10,7741.20849609375,7837.223485192588,7513.1728969840115,7825.221611555233,836400,,0.06611595423460126,0.06072153820591209,0.036352475282321106,0.07949103492909643
2013-06-11,7501.16943359375,7813.21808203125,7477.16569140625,7789.214339843749,719200,,0.029653830864571296,-0.03149887899335705,0.036352475282321106,0.07949103492909643
2013-06-12,7405.154296875,7465.163650982577,7261.131847016815,7405.154296875,520800,,0.016474238773144245,-0.012882648513694039,0.036352475282321106,0.07949103492909643
2013-06-13,7011.49365234375,7237.128846907363,6944.283168856716,7237.128846907363,768400,,-0.09426368558839582,-0.05462553148934375,0.036352475282321106,0.07949103492909643
2013-06-14,7073.904296875,7213.126030576645,7021.096053057135,7145.915538444817,838800,,-0.05695980346814411,0.008861808972669014,0.036352475282321106,0.07949103492909643
2013-06-17,7429.15966796875,7441.161541422657,7037.898593371365,7124.312082239499,479200,,0.003241711128677105,0.04900019062767432,0.043973220822426086,0.11411054672461902
2013-06-18,7441.1611328125,7537.176115171371,7357.148023248488,7429.159260017641,434400,,0.061280449184336616,0.0016141504423924427,0.043973220822426086,0.11411054672461902
2013-06-19,7681.19775390625,7729.205239868164,7561.179039001465,7657.194010925294,545200,,0.08584982656600704,0.03174858963317298,0.043973220822426086,0.11411054672461902
2013-06-20,7453.16259765625,7645.192551863174,7429.158853380385,7633.190679725242,367200,,0.0032309077688812415,-0.030137040474132352,0.043973220822426086,0.11411054672461902
2013-06-21,7657.193359375,7669.195229844239,7261.131633890086,7321.140986236285,591600,56.865889907442856,0.02903205866754921,0.027007062375246166,0.043973220822426086,0.11411054672461902
2013-06-24,7525.1728515625,7825.219615978867,7489.167239832536,7753.20839251894,411200,48.91585612354588,-0.020312574593513655,-0.01739173376202316,0.030796296765576773,0.09703486294770654
2013-06-25,7417.15771484375,7585.183941393609,7333.144601568821,7585.183941393609,424400,53.057415975862234,-0.004830819446206891,-0.014457854183019954,0.030796296765576773,0.09703486294770654
2013-06-26,7225.12744140625,7489.168643583887,7213.125568579994,7465.164897931375,440000,48.89672601424902,-0.056426146982399894,-0.026231053703521613,0.030796296765576773,0.09703486294770654
2013-06-27,7477.166015625,7477.166015625,7261.132326570024,7369.149171097512,473600,53.23100164460469,-0.006379499432698332,0.03428897248681358,0.030796296765576773,0.09703486294770654
2013-06-28,7597.18310546875,7693.198057828545,7537.173760243878,7633.188712603673,753200,47.2676992257104,0.024271479392263817,0.015923689290837578,0.030796296765576773,0.09703486294770654
2013-07-01,7717.205078125,7741.208826423989,7537.176965882581,7621.190084929043,366400,54.29393700648321,0.06810643005391404,0.015674727403794764,0.02557580215069692,0.07894719404027392
2013-07-02,7873.228515625,7873.228515625,7741.207915515435,7825.221024676068,448400,59.08671076039693,0.0529696009386913,0.020015947036396607,0.02557580215069692,0.07894719404027392
2013-07-03,7885.22900390625,7945.238357056221,7753.208426976313,7909.232745166239,676400,69.9124941244338,0.03791482901473753,0.0015230539646616716,0.02557580215069692,0.07894719404027392
2013-07-04,7969.24169921875,7993.245439276638,7909.232349074031,7933.236089131919,403200,70.20585464222549,0.032659054481805505,0.0105980809120962,0.02557580215069692,0.07894719404027392
2013-07-05,7981.24365234375,8017.2492628054515,7897.230561266448,8017.2492628054515,199600,64.74357937869448,0.013719293997930482,0.0015049015908373711,0.02557580215069692,0.07894719404027392
2013-07-08,7861.2255859375,8041.253652791031,7861.2255859375,8029.251781667462,360400,60.60606658349073,-0.0030440990308409077,-0.015151724227502888,0.008318824454082788,0.06299177576901241
2013-07-09,8041.25439453125,8041.25439453125,7885.230055532882,7993.246905608676,438800,59.37503496268782,0.009036329682353461,0.02264256899161881,0.008318824454082788,0.06299177576901241
2013-07-10,8041.25439453125,8125.267500145756,7993.246905608676,8029.252522300606,596400,67.37593154493632,0.007518971328469348,0.0,0.008318824454082788,0.06299177576901241
2013-07-11,7969.24169921875,8065.256659450301,7873.226738987199,8029.25104936347,635600,60.0,0.013740365557563194,-0.008995746354953232,0.008318824454082788,0.06299177576901241
2013-07-12,8053.25634765625,8089.2619647098545,7969.243241197839,7993.246985900242,540000,67.4603551304641,0.0014925473733504724,0.01048718098654829,0.008318824454082788,0.06299177576901241
2013-07-16,8077.26171875,8185.278591660475,8005.250470143016,8185.278591660475,362000,73.10922674714966,0.004477824286126086,0.002976394027362184,0.015141241911623922,0.0328849961849647
2013-07-17,8209.2783203125,8221.280189201845,8005.246549193622,8065.25589364035,599600,85.96484278392734,0.030120384116004706,0.01621209818048654,0.015141241911623922,0.0328849961849647
2013-07-18,8209.2783203125,8221.280189201845,8125.26523808708,8185.274582533808,1359200,82.79562225165841,0.01937377452310418,0.0,0.015141241911623922,0.0328849961849647
2013-07-19,8137.2705078125,8353.304238108407,8137.2705078125,8281.292994676438,522800,75.28109559284349,0.007429348107317102,-0.008810211748797323,0.015141241911623922,0.0328849961849647
2013-07-22,8197.2783203125,8245.285806815062,8089.261475681735,8245.285806815062,256000,73.80960453181395,-0.0014617606483517953,0.007347381686069941,0.01036635107060044,0.04252239982025801
