Date,Close,High,Low,Open,Volume,RSI_daily,momentum_3d,log_ret,Weekly_volatility,range_ratio
2013-06-10,2555.28125,2555.28125,2407.1490036231885,2425.66553442029,22126400,,0.08023483042788371,0.0909720375382353,0.023023498795285605,0.10612270152531465
2013-06-11,2546.023193359375,2601.572790305398,2481.215330255682,2508.9901287286934,20496800,,0.07843135429987402,-0.0036296860568502376,0.023023498795285605,0.10612270152531465
2013-06-12,2546.023193359375,2573.7979918323863,2471.9570640980114,2546.023193359375,12960400,,0.0912702137489334,0.0,0.023023498795285605,0.10612270152531465
2013-06-13,2305.30810546875,2481.215149661145,2293.735273613987,2430.2946895001883,25519800,,-0.09782607864838755,-0.09931827398657592,0.023023498795285605,0.10612270152531465
2013-06-14,2333.082275390625,2397.8901163736978,2305.3074863978795,2319.194880894252,32668000,,-0.08363667641526196,0.01197592250519089,0.023023498795285605,0.10612270152531465
2013-06-17,2430.2939453125,2444.1813392857143,2319.194793526786,2323.8239248511904,13142600,,-0.04545490722501033,0.04082195684879046,0.06763251529821342,0.12690847617826306
2013-06-18,2425.666015625,2476.586485418655,2407.1494811545804,2444.18255009542,9968600,,0.052209034389256725,-0.0019060828861408702,0.06763251529821342,0.12690847617826306
2013-06-19,2527.50634765625,2564.5394076951693,2490.4732876173307,2504.3606851319255,19776800,,0.08333356877998344,0.04112705104623279,0.06763251529821342,0.12690847617826306
2013-06-20,2527.50634765625,2559.9102751903047,2499.7315526270604,2504.3606851319255,14716200,,0.04000026520711675,0.0,0.06763251529821342,0.12690847617826306
2013-06-21,2573.798095703125,2592.3146287657373,2421.0366979365726,2434.924097733532,18935000,66.84213389767089,0.0610686216172911,0.018149482853557268,0.06763251529821342,0.12690847617826306
2013-06-24,2592.314453125,2717.301042829241,2587.685320172991,2647.8640485491073,22952000,63.79312905534286,0.025641124711258012,0.007168421724204463,0.020991388568765625,0.11753034828421484
2013-06-25,2513.619140625,2629.347462016575,2439.553014934392,2615.4600634495855,22290400,58.421066948835445,-0.005494430130364436,-0.030827484608216705,0.020991388568765625,0.11753034828421484
2013-06-26,2508.989990234375,2620.0891779938306,2499.7317245877534,2606.2017795238985,17049000,58.421050732351574,-0.02517994926522993,-0.0018433254831420783,0.020991388568765625,0.11753034828421484
