Date,Close,High,Low,Open,Volume,RSI_month_end,momentum_3m
2013-06-28,410.0556335449219,417.4259145400103,398.66519927978516,400.6752759148093,132545700,40.86956650664073,
2013-07-31,402.6853942871094,412.7357785039257,402.6853942871094,408.04559920274477,52440500,27.9411572963388,
2013-08-30,385.934814453125,397.99527740478516,385.934814453125,392.63507164849176,57472100,46.28568578040468,
2013-09-30,424.665283203125,428.72906581750897,423.98798610072765,427.37447161271433,41874600,64.40442941163438,0.03562845736785292
2013-10-31,419.9242248535156,428.0517904958417,419.9242248535156,425.3426019483997,42262000,67.32023426900605,0.04280967427915994
2013-11-29,446.33880615234375,446.33880615234375,443.6296176476254,444.9842118999846,41539400,93.13741292997716,0.15651345625507274
2013-12-30,470.0442199707031,471.3988142645668,459.20746561979354,461.23935706058904,103660200,70.00011502037552,0.10685812700604624
2014-01-31,421.95611572265625,433.4701670345105,421.9561157226563,432.79286989851903,61488700,44.40559750748748,0.004838708388041679
2014-02-28,397.573486328125,404.3464588379738,396.2188918261552,402.3145670850191,73923700,67.43070255976426,-0.10925628502840556
2014-03-31,390.4999084472656,391.87733316842,384.99020956264815,387.0563466443797,94141800,51.2937038164809,-0.16922729424988003
2014-04-30,373.2820739746094,378.7917724834597,372.5933616610031,378.7917724834597,48338500,25.3390070241891,-0.11535332688492039
2014-05-30,394.6321411132813,400.83055170668354,394.6321411132812,398.7644148422161,58977300,49.836054020244376,-0.007398242880854888
2014-06-30,427.6902770996094,428.378989301058,422.1805794880202,424.93542829381477,48465200,72.82615349965992,0.09523784218086706
2014-07-31,423.9713439941406,430.0320468480078,423.83363514028247,427.0016954210742,70732100,73.01208806914349,0.13579347510531448
2014-08-29,411.98773193359375,414.260474258051,409.0262772662304,409.16398610627925,37220200,55.20735857402053,0.04397916188821127
2014-09-30,433.2335510253906,434.0019262587949,422.9650273826616,433.30338781555355,61737900,85.84804173298566,0.012960953808379916
2014-10-31,441.6160583496094,444.27049618337196,425.829062306503,428.90264883111695,114796500,67.15334120507845,0.041617705077050315
2014-11-28,479.476806640625,479.47680664062506,468.7891343028839,469.4178359587757,70543400,56.43825538008334,0.1638133116010101
2014-12-30,464.1788024902344,468.3700332124938,463.34054781870174,466.90311951386445,27127600,51.15086563255452,0.07142856639704287
2015-01-30,441.6860046386719,447.0647610724079,441.6860046386719,443.7117838914484,53589100,37.182519793676015,0.0001583871051336061
2015-02-27,543.2533569335938,553.2424481650487,537.2459007283375,551.8453712757431,114549500,89.45246763710239,0.13301279521695442
2015-03-31,525.6868286132812,545.6201010896077,525.6868286132812,543.5702091814371,63092000,59.03106117771094,0.13250933862784686
2015-04-30,604.9957275390625,607.0455761244262,594.8170232529748,600.9666552948653,98849100,42.771096374458395,0.3697416743688511
2015-05-29,651.1534423828125,658.2926453611202,645.9227093095581,654.12223566377,115360200,80.67705606254148,0.19861835011616558
2015-06-30,621.8895263671875,626.0599781054519,611.852200851883,623.232564897924,104116200,78.98540227859054,0.18300381998856818
2015-07-31,636.1679077148438,636.1679077148438,625.9185358683269,633.6939214070638,53329200,42.50003253151028,0.051524628616106405
2015-08-31,565.5534057617188,575.2373062730136,565.5534057617188,574.6718321639188,78062600,46.31507842243696,-0.1314590863681092
2015-09-30,512.5262451171875,521.1827984976014,509.80761768730457,510.0938027848865,72443400,46.149801051817704,-0.17585644493621477
2015-10-30,565.6102294921875,574.0522084092098,555.8805488068963,560.2445871291866,77196100,69.23079060511257,-0.11091046462262455
2015-11-30,565.1810302734375,575.4830817092634,565.1810302734375,573.7660585813884,61052400,40.49079390689508,-0.0006584267453569881
2015-12-30,541.6436767578125,548.654817493306,541.5721523281475,545.1492471255592,40077800,29.36962149938212,0.05681159144146353
2016-01-29,435.9763793945313,458.22589401877525,409.2196898965487,449.42624858106547,241208800,34.177243357802354,-0.22919290235263812
2016-02-29,348.1228942871094,360.28501744504024,348.1228942871094,357.2802488728798,98759000,47.218369288479074,-0.3840506392815666
2016-03-31,379.437255859375,388.67763511386494,376.2358499353364,376.67242951141105,92844400,40.9883156621792,-0.29947071822083793
2016-04-28,378.4186706542969,415.23466660130913,373.61660546525786,408.904639282327,149427900,65.63006122398733,-0.13202024573021265
2016-05-31,402.9383850097656,403.8114998370522,395.5897610644052,398.35458767709207,72041000,51.07081939031639,0.15746017174454474
2016-06-30,331.7074890136719,340.8751056886199,331.7074890136719,340.51131155234606,80807800,37.83788420397567,-0.12579093409686815
2016-07-29,379.8010864257813,382.4931719737106,350.9885857733238,353.4623815122621,183119000,75.88105314299777,0.003653138385308008
2016-08-31,410.43255615234375,411.6694651858839,400.97390793233933,400.97390793233933,105796100,64.08217127209791,0.018598801755748573
2016-09-30,373.8999328613281,377.89727463711364,370.1246568434022,370.1246568434022,82955200,48.56225181362883,0.1271977427254205
2016-10-31,403.1398010253906,406.98910690208794,399.06842936722245,401.0671117629343,87969200,64.07217167574018,0.06144983633207701
2016-11-30,495.8189392089844,501.8889921025172,492.3397586935619,501.1487428516285,118600400,88.82893428242578,0.20803998556329684
2016-12-30,533.1276245117188,533.5717560772206,522.5420671757097,523.4303303067131,72028400,58.40459841825884,0.42585643284788954
2017-01-31,541.0482177734375,545.4897134612274,538.9014767851801,540.4559822034144,77699700,47.512445356928254,0.34208583820618865
2017-02-28,546.6001586914062,552.9662852685902,546.6001586914062,549.9312808918194,70676700,61.64769481498298,0.10241887807560723
2017-03-31,524.565673828125,538.2102379277418,524.565673828125,535.211434642468,66000000,36.64827439912789,-0.016059851881499276
2017-04-28,531.6876831054688,539.0347399503921,529.2886319957953,537.535338726608,55663600,51.79865583541305,-0.017300740230676515
2017-05-31,517.9682006835938,518.3430510109786,515.3442483918999,517.2934517910624,94351000,18.892302010944377,-0.05238190577251045
2017-06-30,565.8740844726562,570.5222380075176,562.7253323517439,566.0240337656711,69581200,70.7453057810628,0.07874783407590269
2017-07-31,524.7904663085938,529.0637692572975,524.2656666906657,525.3902176898985,46416000,56.763914489713756,-0.012972308774560903
2017-08-31,505.373291015625,510.39629552763245,499.45068215003283,500.12538541522144,87527400,37.65594479284466,-0.02431599015411856
2017-09-29,554.7435302734375,554.9712793969222,547.8348312773127,550.4920125056153,63897200,51.467185153213045,-0.019669665928580993
2017-10-31,578.8858032226562,585.187108272192,578.7339550559394,584.6556628574602,90909100,78.62407507534097,0.10307987737386348
2017-11-30,601.3579711914062,612.138542829976,600.8265720882307,604.3188484058043,172431800,19.40628331581776,0.1899282805050606
2017-12-29,627.3984985351562,630.9666764409031,623.2229278187953,623.2229278187953,48762400,52.48240127539205,0.1309703751315614
2018-01-31,623.1468505859375,637.9511436745611,623.1468505859375,630.2073503299237,78224100,58.803424404672185,0.07645903063588722
2018-02-28,578.7340087890625,588.6035381537948,578.7340087890625,587.1610962799463,60220800,41.351336602510386,-0.03762145591505395
2018-03-30,536.7147827148438,543.1831001871435,534.7127090682579,539.0248893836308,45401600,36.46693491144827,-0.144539261780256
2018-04-30,564.590087890625,564.590087890625,564.590087890625,564.590087890625,0,39.84959971968953,-0.09396944338281144
2018-05-31,504.98931884765625,511.45763645381675,504.912334090133,510.5335843673308,99519000,77.49373784247541,-0.12742415137432295
2018-06-29,485.9694519042969,487.509523115528,481.34923827060334,487.509523115528,52247100,75.99476124991014,-0.09454804012265827
2018-07-31,530.862548828125,553.2705654560859,526.3963048548339,543.9531537171347,172490500,50.0,-0.05973809988147338
2018-08-31,516.539794921875,519.7739533648815,516.1547771786418,518.4648836380412,47625100,79.37221411638036,0.022872713626054475
2018-09-28,554.4127807617188,564.7332654969518,554.334614431841,559.0257395187114,73560100,46.4468273966748,0.14083874735175872
