Price,Close,High,Low,Open,Volume
Ticker,8306.T,8306.T,8306.T,8306.T,8306.T
Date,,,,,
2013-06-03,371.1638488769531,393.57871719279046,365.88976221440316,390.9416738615155,121087000
2013-06-04,398.852783203125,402.14908719653926,371.16382965844525,373.80087285317666,166296200
2013-06-05,381.7120056152344,400.17130813203323,379.0749623985488,394.23796089449075,123363100
2013-06-06,377.09722900390625,389.62318591137864,373.8009245545714,375.11944633430534,122436100
2013-06-07,375.7787780761719,385.008432274534,363.9120798211349,370.5046899628221,134546200
2013-06-10,397.5342102050781,398.85273163196064,387.6452995034593,390.2823423572243,94853200
2013-06-11,405.4455261230469,412.03813630390937,392.919566779408,398.85291594218427,164648400
2013-06-12,398.19354248046875,402.1491074719966,387.64536916972787,396.87502081662615,117926700
2013-06-13,380.3935852050781,389.6232389188928,377.0972803072871,388.30471695977644,108332400
2013-06-14,373.8008728027344,390.94165356617543,373.8008728027344,388.96387117039376,132510800
2013-06-17,383.6898498535156,384.3491107639168,369.1861098246886,369.8453707350898,78221500
2013-06-18,381.7120056152344,384.3490488319199,378.4157015943774,382.37126641940574,65680800
2013-06-19,390.94183349609375,394.23813900617887,386.9862668839916,389.62331129205967,92389000
2013-06-20,383.6898498535156,394.8972853303365,383.6898498535156,390.2824589575279,77785600
2013-06-21,385.0083923339844,385.0083923339844,371.82317341843697,375.11947814732383,109871400
2013-06-24,381.05279541015625,391.60096967756544,380.3935345184432,386.32688254386085,55498100
2013-06-25,379.0750732421875,386.98620520550276,377.09729025135874,379.0750732421875,74997100
2013-06-26,381.05279541015625,387.645404327287,380.3935345184432,385.6676216521478,67154300
2013-06-27,387.6454162597656,388.304677171772,380.3935462276952,386.3268944357528,71716600
2013-06-28,403.4676513671875,410.71952091790496,392.26021660698785,394.237999211729,132545700
2013-07-01,415.9936828613281,417.31220483553204,404.78624608059505,410.06033397741066,97014300
2013-07-02,421.2677307128906,421.2677307128906,414.6751214685574,418.6306870151573,66620900
2013-07-03,424.5640869140625,427.20113093216224,419.28999887786296,421.9270428959627,75710100
2013-07-04,421.9269714355469,423.24549322128297,420.6084496498108,421.9269714355469,44260900
2013-07-05,425.8824768066406,428.5195200066818,422.5861728065893,426.54173760665094,68893900
2013-07-08,420.6085510253906,433.7937720606693,419.94928997362666,431.8159889053775,75115300
2013-07-09,431.15673828125,433.134521484375,425.88264973958337,427.201171875,79621900
2013-07-10,430.4972839355469,437.0898916527834,427.2009800769286,431.8158054789942,74053200
2013-07-11,430.4972839355469,431.8158054789942,425.22319776175766,425.8824585334813,63749500
