Date,momentum_3m,RSI_month_end,actual,predicted
2024-09-30,-0.0310418143160878,65.74858757062147,True,True
2024-10-31,0.059037790256488,52.85326086956522,False,True
2024-11-29,-0.0702485275104152,38.17891373801917,False,True
2024-12-30,-0.0545640725570508,40.3960396039604,True,True
2025-01-31,-0.0362568071080539,65.57377049180329,False,True
2025-02-28,-0.0820457354758962,34.9867139061116,False,True
2025-03-31,-0.0951570478106142,33.33333333333333,True,True
2025-04-30,-0.110185873605948,72.36450268016677,True,True
2025-05-30,0.0223868035684229,35.80508474576271,False,True
2025-06-06,-0.0068399452804377,18.37381203801479,False,True
