Date,momentum_3m,RSI_month_end,actual,predicted
2024-09-30,-0.1869199638584189,62.17261877844862,True,True
2024-10-31,0.03924446668331,59.173028895085245,False,True
2024-11-29,0.0658136997949048,33.85563480616723,True,True
2024-12-30,0.0899489319898489,48.442139031372975,True,True
2025-01-31,-0.0091598561088922,51.85700335417608,False,True
2025-02-28,-0.0741942599800621,25.30601072539774,False,True
2025-03-31,-0.1834983964213574,36.47316623258569,False,True
2025-04-30,-0.2366697241071814,77.29540918163673,True,True
2025-05-30,-0.0771257572068478,53.29636475662353,False,True
2025-06-06,-0.0155100949324775,42.11678832116788,False,True
