Date,momentum_3m,RSI_month_end,actual,predicted
2024-09-30,-0.0465181283445726,58.83175822266768,False,True
2024-10-31,-0.0831370246755722,28.109024632344216,False,False
2024-11-29,-0.1478706617329701,21.839079638735623,True,False
2024-12-30,-0.1180355693555285,52.61956289091299,False,True
2025-01-31,-0.1220243605658299,52.709354780249114,True,True
2025-02-28,-0.0114829360804058,48.02353386850821,True,True
2025-03-31,0.0269661393997664,59.61661677593655,True,True
2025-04-30,0.109167788064203,73.27781983345949,True,True
2025-05-30,0.1970057729648329,76.878612716763,False,True
2025-06-06,0.0944222349133827,45.37205081669691,False,True
