Date,Close,High,Low,Open,Volume,RSI_month_end,momentum_3m
2013-06-28,1055.299560546875,1063.3185541680518,1037.6577745802858,1042.469170752992,10126500,53.551862567150074,
2013-07-31,981.5252075195312,987.9404049542994,967.0910132913028,979.9214081608392,8963000,20.895453717964486,
2013-08-30,951.052978515625,983.1289643003004,946.2415806479237,978.317566432599,7225000,35.454515889754205,
2013-09-30,970.1798095703124,981.4985740152995,962.0949778238933,970.1798095703125,5774500,44.28954805306865,-0.08065932571075085
2013-10-31,894.1824951171875,908.7351939527294,894.1824951171875,905.5012608781645,5632000,37.11336234522333,-0.08898672365539395
2013-11-29,957.2440795898438,958.8610459405023,944.3083487845756,949.1592478365512,6489000,53.26094983949426,0.006509733121157657
2013-12-30,992.8175048828124,996.0514381234731,984.7326717811609,994.4344715031427,4445500,64.00018923799496,0.023333504871149824
2014-01-31,931.8577270507812,943.3382478348396,925.0664483561239,942.5297646257566,8165000,44.80177009911292,0.042133716706963975
2014-02-28,931.04931640625,939.7809752215984,925.5516893710874,930.7259033590509,5129000,52.79188439742295,-0.027364769072081963
2014-03-31,962.2799072265624,965.0535383264673,954.9379952697254,964.2377703312632,6178500,60.9145485873412,-0.030758520580128734
2014-04-30,978.5955810546876,995.237273411557,975.9851624650589,991.647873165003,5670500,62.763248051728176,0.05015556843835611
2014-05-30,986.91650390625,993.7688777859483,984.1428718410399,987.2427315530251,5817500,64.9637368518782,0.06000454166664482
2014-06-30,1004.7000122070312,1005.1894531703834,992.1371630486135,1001.7632668458472,4282500,55.654240763520754,0.04408291668765085
2014-07-31,1073.5509033203125,1077.7928579386924,1065.5563354844335,1070.2878306658436,6239500,88.52973715814798,0.09703224100326113
2014-08-29,1053.3199462890625,1059.8460924236442,1049.893759400842,1056.0935783124773,3636500,70.0002137726599,0.06728374905069012
2014-09-30,1177.5394287109375,1177.5394287109375,1165.5472082844326,1170.4755262898636,7901500,77.57716697431745,0.17203086931812495
2014-10-31,1157.1690673828125,1173.2682189184554,1102.3004220645028,1114.1284049179756,14376500,58.83573603229672,0.07788933324342895
2014-11-28,1312.575439453125,1313.2325886659912,1290.7265817283726,1290.890818898143,5606500,73.83860430244798,0.24613176089320454
2014-12-30,1292.204833984375,1315.3679868532292,1292.204833984375,1313.3966397608128,5117000,32.93830371308181,0.09737712596083736
2015-01-30,1289.2481689453125,1322.1036273805494,1289.2481689453125,1314.218337409473,7903500,54.07604543799392,0.1141398480873892
2015-02-27,1347.5667724609375,1349.7023574670068,1339.6814815255739,1347.0739605775236,7776500,70.29990240820905,0.02665853097357318
2015-03-31,1297.622314453125,1322.417645302548,1297.622314453125,1319.607487627788,8027000,45.534667785180474,0.004192431668937235
2015-04-30,1215.7974853515625,1241.4193222284478,1180.4227798871448,1239.7663004944552,19544500,29.07854424615138,-0.05697171837276094
2015-05-29,1255.9661865234375,1268.0332278202332,1249.5194607912958,1259.933479968189,7888500,57.43315499574295,-0.06797480303719439
2015-06-30,1256.1317138671875,1264.0662009039165,1243.403421697603,1260.0989069393136,7013500,63.053274300508384,-0.03197432729370364
2015-07-31,1226.0467529296875,1228.0304000183921,1217.6162780258135,1219.4346632289935,4384500,55.5303679601852,0.00843007795427475
2015-08-31,1103.0616455078125,1122.4020245781526,1089.8374684877458,1115.459311464125,6018000,26.011241269098463,-0.12174256174751852
2015-09-30,1019.9595336914062,1026.9649997456693,985.7662868546544,1001.7786934320569,8214500,49.31072878289279,-0.1880154585450997
2015-10-30,1206.6046142578125,1214.443959819577,1182.9195165618328,1193.9280329113192,7309000,63.55824116995896,-0.0158575834285416
2015-11-30,1161.402587890625,1169.4087897322581,1156.0650860614094,1162.7369378968338,5143000,24.89644868592066,0.05289001083520972
2015-12-30,1103.6912841796875,1113.0318374996177,1102.3569339631827,1110.5298926670225,3165500,41.84482755781962,0.08209320833076772
2016-01-29,1014.2883911132812,1020.7934883786287,968.5862600691629,1004.7810822238595,11676500,47.30156591210377,-0.15938628186236947
2016-02-29,945.0679931640624,977.4265228681484,944.5676245200619,977.2597672549493,15781000,43.769721186361906,-0.18627011596338539
2016-03-31,980.5625610351562,996.3888862035493,979.8890566610376,990.3277578858396,7167000,42.94481779683478,-0.11156083672079187
2016-04-28,1044.3734130859375,1097.9137362215208,1041.6796004204157,1092.862760401893,11943000,62.35524487008955,0.029661210989149644
2016-05-31,1088.990234375,1089.6637388410593,1069.291410509834,1069.291410509834,13179000,66.11714524236046,0.1522877107805649
2016-06-30,1003.7972412109376,1022.1490576232575,1003.6288136996695,1011.8787816433035,5722500,39.80987248487766,0.023695255253528114
2016-07-29,1189.33642578125,1195.0608031214258,1154.9897506907496,1168.7957711785923,11973000,76.63763946565683,0.13880381373073503
2016-08-31,1278.5699462890625,1286.1464074074831,1271.3301345660404,1279.5800999999196,6712000,66.43586185027189,0.1740876143144363
2016-09-30,1188.8880615234375,1191.6047022542114,1177.0025769681995,1186.1713171594624,5238000,41.005191995903786,0.18439064455807253
2016-10-31,1353.4173583984375,1359.8695628950761,1315.8932190253272,1358.5111386011163,9833500,71.79739903046149,0.13796006668963012
2016-11-30,1436.4459228515625,1436.4459228515625,1415.5614461183072,1418.4479421036356,12985500,75.8923669948064,0.12347856057521245
2016-12-30,1539.509765625,1547.9993969523318,1525.2471435418045,1534.9253439816018,5618000,46.56851256984471,0.2949156572842333
2017-01-31,1654.968994140625,1670.4200839667778,1638.4990862260115,1652.2522495379408,10024500,60.82542601146651,0.22280757215869307
2017-02-28,1613.5394287109375,1638.1593613815098,1613.3696775251112,1630.518692621677,9195000,44.6208829712684,0.12328588430799936
2017-03-31,1647.58935546875,1675.6071949639118,1647.58935546875,1672.190377639649,5865000,51.12182419293759,0.0702039001356205
2017-04-28,1654.4229736328125,1671.336156655599,1652.885364143019,1668.60274453262,5922000,58.95588765884758,-0.0003299279380735154
2017-05-31,1696.7916259765625,1700.2084435462805,1688.4203812215546,1688.5912846638387,5102000,51.78578390543869,0.051596010475018605
2017-06-30,1740.0142822265625,1752.8273476332383,1727.201216819887,1751.973143272793,5327500,61.874913475494026,0.05609706475162124
2017-07-31,1727.2012939453125,1738.305951126959,1722.0760675537833,1727.2012939453125,5751500,53.91703946246282,0.043990153347962746
2017-08-31,1661.2567138671875,1667.406943671532,1655.9605841667287,1657.6689929204906,5495000,62.44902323908405,-0.02094241365018723
2017-09-29,1729.8697509765625,1745.3457229037883,1726.4306461038457,1743.6261704674298,6992000,63.32437040556782,-0.005830142518726267
2017-10-31,2047.9866943359375,2048.8464704460703,1986.9425905165206,1988.6621427367859,11760000,92.50594435136162,0.18572554427508536
2017-11-30,2023.0533447265625,2060.8834965191545,2008.4371497157886,2022.1935685494582,12941000,35.63945443175234,0.21778490214023583
2017-12-29,1968.88720703125,1995.5402652923717,1965.4481027394925,1991.2413849276747,5213000,32.05869260379319,0.13817078188676057
2018-01-31,2133.964599609375,2205.3260265906715,2131.3852709233042,2164.9165438422265,12520500,60.0897337783307,0.041981671810283006
2018-02-28,1955.99072265625,1978.34490234375,1950.8320658052885,1968.027588641827,7277500,39.46076563498833,-0.03314921094153189
2018-03-30,1905.4002685546875,1914.9229414097995,1892.4148055704438,1913.1915463452335,4410500,47.064534167349315,-0.032245086589947514
2018-04-30,1905.4002685546875,1905.4002685546875,1905.4002685546875,1905.4002685546875,0,54.63410188331431,-0.10710783632330478
2018-05-31,1885.4892578125,1897.6090234733701,1878.56367743486,1882.02646762368,14495000,24.380248838576563,-0.036043864639607515
2018-06-29,1709.4063720703125,1724.469530672222,1693.4775159128449,1724.469530672222,7449000,24.62933887453289,-0.10286232227365177
2018-07-31,1951.2823486328125,1962.536417191919,1923.5800260257804,1939.162582492236,6757000,80.00002603225484,0.02408002183862834
