Date,Close,High,Low,Open,Volume,RSI_daily,momentum_3d,log_ret,Weekly_volatility,range_ratio
2013-06-10,378.0896606445313,379.39042787117097,370.068275979008,378.30648164648153,27694500,,-0.0068338660070377255,0.026141437854929242,0.016289903489407603,0.08860041011003728
2013-06-11,378.7402038574219,388.0623993741854,376.78905219525495,378.9570249507397,32198100,,0.014518321285687419,0.0017191271212229416,0.016289903489407603,0.08860041011003728
2013-06-12,372.8866271972656,374.1873945476006,367.68355779592576,372.8866271972656,32482200,,0.012360262166841718,-0.015576067176944763,0.016289903489407603,0.08860041011003728
2013-06-13,368.33392333984375,378.74006163028093,366.81637473791073,372.23622519875767,40334100,,-0.025802708511142303,-0.012284497799207428,0.016289903489407603,0.08860041011003728
2013-06-14,370.068359375,379.3905133679378,369.41797561511424,376.5721969738576,45564600,,-0.022896551235121687,0.0046978165306314065,0.016289903489407603,0.08860041011003728
2013-06-17,373.7538757324219,373.9706570841475,364.4316821641127,368.5508057208163,25862400,,0.002325770011316175,0.00990975086304139,0.016564332994312352,0.056160879252734004
2013-06-18,372.4530029296875,375.2713184904223,367.6834969699669,372.886565510562,23876100,,0.011183003597643904,-0.003486631275539628,0.016564332994312352,0.056160879252734004
2013-06-19,386.978271484375,389.14620375079767,376.3553517737559,376.57213309151786,29800500,,0.04569402295817393,0.03825768219010372,0.016564332994312352,0.056160879252734004
2013-06-20,385.460693359375,385.460693359375,377.43926916476573,381.7751730619528,38617500,,0.03132226416117301,-0.003929320364794998,0.016564332994312352,0.056160879252734004
2013-06-21,375.0545654296875,388.06223776024007,373.1034145801046,375.0545654296875,77878800,43.665834465279,0.0069849416692475685,-0.027367701855856554,0.016564332994312352,0.056160879252734004
2013-06-24,368.98431396484375,382.2088080900171,367.6835466539262,381.12482209882984,34053900,37.1353147636472,-0.046498624975789604,-0.01631738964107571,0.023992788284881144,0.06705865569428883
2013-06-25,365.94921875,370.9354670055557,360.962930798176,363.5644654345593,30836100,40.22995061449739,-0.05061858432134336,-0.008259556366131139,0.023992788284881144,0.06705865569428883
2013-06-26,363.34771728515625,371.36910324755456,362.6973335666842,370.9355008698159,19338600,42.94486580781944,-0.031213719878650514,-0.00713430256077925,0.023992788284881144,0.06705865569428883
2013-06-27,364.2148742675781,367.9003951559475,361.61333945138114,367.6835741237504,29574600,46.905593467707874,-0.012925860305595727,0.0023837327622443037,0.023992788284881144,0.06705865569428883
2013-06-28,368.33392333984375,375.0545807832626,367.6835396966914,369.851511638044,33957000,41.99295066265369,0.006516490451842882,0.01124591971815671,0.023992788284881144,0.06705865569428883
2013-07-01,371.8027648925781,376.1386305760368,368.55084578184506,375.05468400331125,22745400,44.55784495199099,0.02326985200456444,0.009373584654653854,0.010631789805423545,0.0557451943823586
2013-07-02,384.5935363769531,384.8103574012281,374.6209998446597,376.57215088551726,27426600,58.2821937540913,0.055952306040097044,0.033823515156545365,0.010631789805423545,0.0557451943823586
2013-07-03,385.243896484375,385.8942801248643,381.1248133266988,385.8942801248643,17162100,62.66231629442617,0.04590935581279387,0.0016896041537581698,0.010631789805423545,0.0557451943823586
2013-07-04,383.292724609375,384.5934918192442,381.7751760966159,382.6423410044404,11616600,59.87046686413553,0.030903373513418098,-0.005077639799085668,0.010631789805423545,0.0557451943823586
2013-07-05,387.195068359375,388.9294380599596,384.1599710036886,384.5935336566328,19745400,59.999936427757646,0.006764367407027905,0.0101296273701797,0.010631789805423545,0.0557451943823586
2013-07-08,384.8103942871094,393.4821642900609,382.8592430592247,390.4470269257049,20947800,59.047705870182014,-0.001125266879557718,-0.0061778880387752194,0.014700052917768585,0.05433498939566532
2013-07-09,390.230224609375,391.31421068760255,387.4119084415088,389.79662223882974,17738700,52.74728957814048,0.018099743497793197,0.013986153857521208,0.014700052917768585,0.05433498939566532
2013-07-10,393.6989440917969,396.30047905208687,390.66384643564066,391.3142301757132,22532100,56.73765450124569,0.016797413665365468,0.008849631469007283,0.014700052917768585,0.05433498939566532
2013-07-11,394.5661315917969,396.95084540341634,389.3630618991414,389.79662457601506,18167400,68.9076723709122,0.02535206285880287,0.0022002442492867966,0.014700052917768585,0.05433498939566532
2013-07-12,396.5172424316406,399.11877701359504,394.78287281158185,395.6500377734775,21941100,78.99557320474395,0.016111047852736204,0.0049327665329418,0.014700052917768585,0.05433498939566532
2013-07-16,398.2515869140625,400.20273792185526,396.73403825120215,398.0348055897307,24096000,84.97663783019304,0.011563766910190454,0.004364406784393761,0.0075509366397372496,0.041643380108165706
2013-07-17,402.5874328613281,403.4545977291032,398.4683501190673,398.9019127048233,23773800,90.9502847522964,0.020329421679379678,0.010828364268468825,0.0075509366397372496,0.041643380108165706
2013-07-18,407.57373046875,408.4408953584421,402.8042243347832,403.0210453294043,88945800,91.66673020762644,0.027884003150292935,0.0123095522110534,0.0075509366397372496,0.041643380108165706
2013-07-19,403.4546203613281,410.1752774764432,396.7340029424784,408.657689252377,28204800,83.75003445871084,0.013064689804709761,-0.010157833622389447,0.0075509366397372496,0.041643380108165706
