Price,Close,High,Low,Open,Volume
Ticker,6981.T,6981.T,6981.T,6981.T,6981.T
Date,,,,,
2013-06-01,672.9857177734375,751.7393614141714,621.0798926675425,698.938630326385,13110300
2013-07-01,603.1813354492188,715.9422338374235,599.6016134648646,686.4096012062769,147150900
2013-08-01,604.0762939453125,659.5618420528173,602.2864327973425,630.029206851095,143469000
2013-09-01,670.3009643554688,681.0400821567265,596.02194742712,604.0762980680271,162767700
2013-10-01,709.9502563476562,726.1880002053985,649.5097543096907,675.670569364238,151556400
2013-11-01,794.7472534179688,805.5723978271322,694.6144818070034,710.8522231975758,151427700
2013-12-01,842.5584716796875,844.3626212671777,778.5095756067266,798.3556670520416,162925200
2014-01-01,866.3737182617188,945.848465940666,832.6353099830548,842.5584295399038,180905400
2014-02-01,874.22216796875,887.482926602223,773.7285271768482,838.9501674352964,175647600
2014-03-01,878.1910400390625,890.7301942618113,803.2268262821448,856.9917911669036,156294000
2014-04-01,772.3318481445312,894.1785532607607,768.9699053600689,893.1790095429342,164130300
2014-05-01,783.5079345703125,829.9387531338417,744.3461938474632,799.5906264188538,146335500
2014-06-01,861.468017578125,865.3750525407424,799.5905921845156,807.5864926160077,137776500
2014-07-01,901.538330078125,922.2550270023455,855.7435999058615,864.5572127547196,121113000
2014-08-01,902.6288452148438,924.0723680921834,869.3730769225571,908.6257084875348,106860600
2014-09-01,1133.0562744140625,1170.7642200323294,904.991193961429,906.6267202757115,201558600
2014-10-01,1116.267822265625,1129.9868713658457,987.7667121362337,1126.3284649711752,239519700
2014-11-01,1172.97265625,1218.2452850877194,1116.2675230534871,1116.2675230534871,178574400
2014-12-01,1211.8431396484375,1245.226078947495,1136.846074344948,1185.3198240462789,172288800
2015-01-01,1172.515380859375,1260.3168103070425,1156.5098946795065,1211.8430636458177,176135400
2015-02-01,1348.575927734375,1353.6061986696807,1145.0776443982536,1183.0334712458464,190180800
2015-03-01,1512.2889404296875,1627.5283792691591,1351.7768649032805,1355.4352709516086,218626200
2015-04-01,1561.328857421875,1619.7521715646412,1495.5451018721528,1513.0260744036943,168183900
2015-05-01,1861.725830078125,1919.6891271081624,1557.6485786783119,1600.8910945229254,156396600
2015-06-01,1965.2320556640625,2021.8154186993709,1736.1391199132058,1853.9057939730806,168892200
2015-07-01,1692.896484375,2044.3565242696775,1642.2936231291121,1984.5531611754425,239563800
2015-08-01,1614.6920166015625,1796.8623979617387,1345.1166655168547,1795.0223380239497,303556500
2015-09-01,1414.1207275390625,1617.4523173865684,1377.7786315808917,1599.5112263753274,203126400
2015-10-01,1606.805908203125,1623.0082259297387,1376.7330778584017,1437.8389531373598,220826700
2015-11-01,1768.365966796875,1823.9167993828682,1651.7093607693726,1688.7432152545387,182533500
2015-12-01,1626.7113037109375,1835.0266443521489,1539.2188606416287,1779.9388324306897,203003100
2016-01-01,1267.9464111328125,1629.0264841510882,1223.9687705705558,1626.7118233084132,304920000
2016-02-01,1255.91015625,1522.5538260028275,1074.9072936910857,1462.8367880365965,308817900
2016-03-01,1256.3731689453125,1405.434307903097,1206.3774808967855,1247.1146290827614,228501000
2016-04-01,1380.4681396484375,1466.7764982515157,1136.9384481968032,1250.7722389413427,270039600
2016-05-01,1208.31787109375,1237.7093863230064,1107.0804411384752,1222.3137965569058,247734900
2016-06-01,1061.8267822265625,1227.9121077100035,982.0498148218778,1191.5226821457566,240765300
2016-07-01,1196.654541015625,1240.5085020271938,967.1207703235067,1074.8896929824562,207139500
2016-08-01,1297.425537109375,1303.95703089623,1103.8147617677848,1169.595810224709,155984400
2016-09-01,1215.7823486328125,1345.0116234509012,1166.3299374700675,1315.6201096007085,197732700
2016-10-01,1380.3824462890625,1396.8491877072154,1216.1856019958213,1234.0637429492972,141691500
2016-11-01,1451.4248046875,1496.1201619280325,1148.907361634475,1325.3366645351648,213191100
2016-12-01,1472.5963134765625,1524.3488757932796,1391.2036341305318,1473.5372466001702,179020800
2017-01-01,1435.4283447265625,1493.7676383468079,1370.0319501875776,1472.5961288375665,129536100
2017-02-01,1519.6439208984375,1558.693571139876,1354.0356797181284,1363.4452165561718,148126500
2017-03-01,1490.00390625,1579.8651854245418,1452.3656530267142,1532.8173947395642,125866800
2017-04-01,1416.080322265625,1516.5183179369217,1326.5389428429846,1504.2004446509034,155475000
2017-05-01,1454.455322265625,1555.3670788238442,1440.7161907793693,1444.5063139649785,136106100
2017-06-01,1617.4298095703125,1680.9141794063373,1459.192689330686,1459.6664416318683,175257900
2017-07-01,1627.8529052734375,1673.8080301432356,1564.8422787281286,1625.0102869613454,131471100
2017-08-01,1595.6368408203125,1697.0223416510626,1564.3684571644383,1580.4764533896073,149152500
2017-09-01,1567.2110595703125,1641.1181947847952,1505.6216934761474,1609.3759550020482,158150700
2017-10-01,1689.791259765625,1700.298782163794,1546.0300930950286,1576.1196493697157,149788800
2017-11-01,1448.59716796875,1608.119561221444,1440.9553527957253,1535.0449266354833,290520000
2017-12-01,1444.2989501953125,1485.8512367199842,1388.8959364771044,1463.4033870216992,203655600
2018-01-01,1538.865966796875,1580.8958489253866,1444.2987844797485,1444.2987844797485,235539900
2018-02-01,1431.4031982421875,1558.9256402741414,1393.194225667699,1547.462917018581,178893000
2018-03-01,1391.761474609375,1476.2987337057216,1306.746510200847,1423.7614338825815,181184400
2018-04-01,1335.0716552734375,1412.6696932895313,1334.1077281707535,1405.440028213842,132052500
2018-05-01,1560.154296875,1583.2890791692366,1325.4323051243455,1327.8421231222917,214854300
2018-06-01,1794.8760986328125,1838.7357346778797,1556.7802809853758,1560.6360952767313,244124100
