Price,Close,High,Low,Open,Volume
Ticker,7203.T,7203.T,7203.T,7203.T,7203.T
Date,,,,,
2013-06-01,849.2669677734375,857.7738155307675,759.9450663214733,837.9245040969976,1663320500
2013-07-01,846.4314575195312,927.2465213028031,835.0889924271422,860.6095388850175,1200076500
2013-08-01,842.1781005859375,921.5753625940392,842.1781005859374,854.9383748372395,1091712500
2013-09-01,888.9656372070312,924.4108380526067,846.4313961923408,847.8492042261638,723283500
2013-10-01,910.8768310546875,920.90220498139,860.7499614211748,903.7158496784714,904801500
2013-11-01,913.74169921875,920.9026843223453,885.0977588043692,915.1738962394691,923665500
2013-12-01,919.4701538085938,920.9023503098532,865.046686760733,915.1735643048152,1019388500
2014-01-01,848.1468505859375,919.4702243366601,842.9908903373124,919.4702243366601,977056000
2014-02-01,836.2594604492188,865.7626694721165,787.7079705701639,842.1314303550116,861875500
2014-03-01,834.3978271484375,852.8732009766463,775.5345731802754,829.6715951548638,815719500
2014-04-01,804.3085327148438,861.1758897928752,758.9604963875729,851.4064406724549,854024000
2014-05-01,840.0328979492188,840.0328979492188,783.8946095589938,813.2032239093586,663284000
2014-06-01,887.1307373046875,888.0055840544557,841.4909702430256,842.6575512395628,789551500
2014-07-01,894.8589477539062,907.1072486189935,864.0921949549,889.4638215287114,711210500
2014-08-01,864.3838500976562,891.9426831043678,853.0103959511698,887.2766255321143,640258500
2014-09-01,942.3941040039062,955.0799161090035,865.8418969875357,869.4872401787915,936181000
2014-10-01,958.4724731445312,967.4701913598703,842.2403700319819,951.3923619450584,1166767000
2014-11-01,1078.8348388671875,1078.8348388671875,914.5167866702027,958.4725755076818,1160243500
2014-12-01,1114.8253173828125,1161.288664914882,1048.3016399435342,1085.6198026540683,1222919000
2015-01-01,1127.6580810546875,1155.5361258717555,1070.1320311382285,1114.8253288368546,953544000
2015-02-01,1189.314453125,1213.7999594809053,1105.5329233690468,1113.793039953859,852052000
2015-03-01,1236.5155029296875,1295.5166013877763,1184.299584811398,1196.9847849684745,977391000
2015-04-01,1251.0001220703125,1277.4929645625846,1223.6092542822646,1237.5291945002325,746838500
2015-05-01,1287.8206787109375,1302.1896312026693,1219.8672981956038,1242.0194713518451,681282500
2015-06-01,1227.800048828125,1286.1740615269794,1211.6349558903241,1283.1805224142176,745876000
2015-07-01,1235.283935546875,1263.8722897882092,1142.0352075162064,1224.0581635201756,751139500
2015-08-01,1076.476806640625,1233.1886154321621,995.3518691125198,1233.1886154321621,1089105000
2015-09-01,1043.398193359375,1121.2302231325546,998.1958183832606,1066.2988444347927,1204992000
2015-10-01,1133.6942138671875,1163.899693317444,1056.5865427758708,1065.5419897182446,1107272500
2015-11-01,1162.2301025390625,1171.337299227142,1112.7476116145795,1120.1851926337893,718945500
2015-12-01,1136.5777587890625,1193.3459700873568,1111.6848181837088,1167.390412375212,934826000
2016-01-01,1092.863525390625,1137.6405726114908,970.2199705143149,1136.5780478776123,1146799500
2016-02-01,895.0856323242188,1116.3904849018982,865.6389937617117,1108.0422215885596,1432975500
2016-03-01,903.4336547851562,947.7553503613208,884.0049929641871,888.4067477699936,1143314000
2016-04-01,873.6442260742188,931.2793827082083,812.146027710684,916.2911278592552,1247241500
2016-05-01,893.5769653320312,902.2300240130849,830.5336832168725,835.0147398829752,930814500
2016-06-01,780.6244506835938,903.0026465057894,759.7645341562959,880.9065113286804,1396955000
2016-07-01,910.7285766601562,914.746004496346,767.1814041088443,788.041321441109,1115828500
2016-08-01,963.8826293945312,981.6521876743495,852.9387974312789,883.0697875579274,1134393500
2016-09-01,892.958984375,984.5880804747071,881.2155673553077,967.5911114261521,821137000
2016-10-01,955.1973266601562,955.3544189591914,909.9436195644495,916.0717537059352,604196000
2016-11-01,1044.76171875,1066.760009508659,862.9615395135239,955.6686219964438,1172406500
2016-12-01,1080.7445068359375,1133.6975509177237,1035.805182819189,1066.7599376246785,964582000
2017-01-01,1034.5479736328125,1116.0987026034688,1033.133759782172,1080.7443153865884,736449500
2017-02-01,1000.136474609375,1030.4626674628923,977.3525329254222,1019.7778036472653,683961500
2017-03-01,949.3832397460938,1029.2055767463535,949.3832397460938,1008.7785958338304,696287500
2017-04-01,965.3612670898438,984.3965987331899,906.9757057828358,973.6792295969892,692857000
2017-05-01,948.885498046875,998.4732422042148,947.445814808814,963.6018803554772,625222500
2017-06-01,942.6469116210938,975.2788824496198,922.6518553859945,949.3652700425091,711135500
2017-07-01,997.1932983398438,1004.871378981179,941.6870130173728,942.646736485505,831339500
2017-08-01,989.0355224609375,1017.3485439171304,970.4801478196988,997.9933669614915,685326000
2017-09-01,1073.334716796875,1092.849912992333,981.6773901646387,994.1542868692367,645977500
2017-10-01,1134.774658203125,1150.359506578362,1082.8250315042696,1090.2927507078102,674073500
2017-11-01,1143.541015625,1187.0488012543403,1120.488352623429,1139.6447546073136,644089500
2017-12-01,1170.9769287109375,1185.1007520110168,1109.6114575336026,1149.54768981627,538372500
2018-01-01,1214.32275390625,1267.246406487523,1170.977256108693,1170.977256108693,661641000
2018-02-01,1174.548583984375,1250.6872947851625,1149.3854837055114,1220.8162199809951,684935500
2018-03-01,1107.988037109375,1168.5417957305253,1060.259282030247,1168.3794927954018,619429000
2018-04-01,1186.4427490234375,1196.68639165953,1104.8242692217868,1128.9463075991323,427299000
2018-05-01,1143.4857177734375,1269.878811972884,1127.6246639362378,1186.4428478281513,815276500
2018-06-01,1184.625244140625,1258.148010339032,1146.7898926589862,1148.276910289727,808551500
2018-07-01,1206.9300537109375,1243.4435714671947,1160.3380725368359,1181.320997129802,625806000
2018-08-01,1144.97265625,1227.2520564008412,1106.3112015462711,1226.2607784205873,605631500
2018-09-01,1172.2337646484375,1178.6773732476163,1082.5194882412268,1131.920117747225,607170500
2018-10-01,1108.49267578125,1216.074298330851,1071.7942378939956,1182.0570832334138,899652500
2018-11-01,1139.99658203125,1178.7059209484478,1077.1568457483477,1110.6713717658956,782808000
2018-12-01,1073.4700927734375,1189.2628270058203,1012.9764218114465,1173.0082634706578,661066000
2019-01-01,1118.547119140625,1157.0888176278675,1032.414760740464,1073.4700482594833,588142000
2019-02-01,1122.2337646484375,1140.8342830331699,1077.4918583186031,1113.017271303566,475019000
2019-03-01,1087.0435791015625,1132.9584144617816,1087.0435791015625,1128.60156736246,402606000
2019-04-01,1178.06640625,1207.9232666545981,1118.6939275290636,1121.0824138819523,357329000
2019-05-01,1089.17822265625,1178.0663126296304,1089.0075495594508,1178.0663126296304,490762000
2019-06-01,1141.043701171875,1170.0475039140583,1070.4109734439098,1076.382344596712,470173500
